r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7
3,0,0,1762772,40312,1107108,0,0,0,0,12083,530,1,51,48,0,0,"-0,934025645","-0,175907462","0,1979815672","-0,717321663","-0,218993085","0,0308083549","-0,180988082"
4,0,0,1762772,40312,1107108,0,0,0,8,12063,524,1,50,48,0,0,"-0,974192772","-0,276453072","0,0430272875","-0,228122135","-0,014265265","0,0575158454","-0,083487973"
2,0,0,1781620,40312,1107112,0,0,0,0,8577,623,1,59,41,0,0,"-0,339092291","1,0697494379","0,2050765329","-1,216383597","-0,765605928","-0,068673416","-0,533803896"
2,0,0,1778708,40320,1107112,0,0,0,24,11133,548,0,51,49,0,0,"-0,598558455","-0,262745106","0,33085415","-1,323757918","-0,251935631","0,037523554","-0,376346445"
3,0,0,1778708,40320,1107112,0,0,0,0,11175,500,1,51,49,0,0,"-0,707162876","-0,275156673","0,1718601374","-0,750708822","-0,301598709","0,0147217065","-0,102980216"
3,0,0,1778708,40320,1107112,0,0,0,0,11933,503,0,52,48,0,0,"-0,884087581","-0,247324906","-0,008102486","-0,827482273","-0,170199481","0,1989256461","-0,15674542"
3,0,0,1778708,40320,1107112,0,0,0,0,11413,507,0,51,49,0,0,"-0,76482913","-0,346708478","0,0448293066","-0,861692933","-0,131290309","0,102701201","-0,164942763"
3,0,0,1778708,40320,1107112,0,0,0,12,11942,538,1,51,49,0,0,"-0,79241098","-0,251828093","0,2364336268","-0,702912662","-0,166362439","0,0454345707","-0,152880896"
4,0,0,1778708,40320,1107112,0,0,0,0,12158,507,0,51,49,0,0,"-0,953876301","-0,398000917","-0,154568395","-0,351883946","0,1119666584","0,1975506115","-0,044622719"
4,0,0,1778708,40328,1107112,0,0,0,24,11948,530,0,51,49,0,0,"-0,884152591","-0,364356483","-0,074927296","-0,337522233","0,1594675154","0,2119162641","-0,121208569"
4,0,0,1778708,40328,1107112,0,0,0,0,12235,513,0,51,49,0,0,"-0,96578649","-0,388221835","-0,132547347","-0,351661637","0,1392296002","0,2055893078","-0,035513483"
4,0,0,1778708,40328,1107112,0,0,0,0,12093,517,1,51,49,0,0,"-0,915120745","-0,302345134","0,0097362554","-0,235686965","0,0029526309","0,1077222061","0,0162549221"
4,0,0,1778708,40328,1107112,0,0,0,0,12284,491,0,51,49,0,0,"-0,991380147","-0,42684341","-0,164950381","-0,351552211","0,0836591923","0,2453171032","-0,007638963"
4,0,0,1778708,40328,1107112,0,0,0,4,12592,531,0,50,50,0,0,"-0,975961718","-0,503320107","-0,061042632","-0,343807624","0,2589467458","0,1688812816","-0,042640886"
4,0,0,1778708,40336,1107112,0,0,0,12,12505,522,1,51,49,0,0,"-0,972403817","-0,316234129","0,0429742772","-0,20919907","0,0400448983","0,1739431813","0,0087598227"
4,0,0,1777364,40336,1107112,0,0,0,0,11953,531,0,51,49,0,0,"-0,917246852","-0,341278731","-0,089427896","-0,36771664","0,1794776592","0,1634380497","-0,056669976"
5,0,0,1777364,40336,1107112,0,0,0,0,12820,525,0,51,49,0,0,"-1,131122332","-0,40759934","-0,298518128","0,1466707401","0,413210325","0,2781164041","0,0746268045"
5,0,0,1777364,40336,1107112,0,0,0,0,12148,537,1,51,49,0,0,"-0,987001786","-0,28648604","-0,140418986","0,2411608279","0,2705913681","0,1233988927","0,1003490023"
5,0,0,1777364,40336,1107112,0,0,0,0,13128,555,1,51,48,0,0,"-1,143286795","-0,235038749","-0,12800967","0,3003056297","0,333873565","0,1882833235","0,1090449819"
5,0,0,1777364,40344,1107112,0,0,0,28,11945,521,1,51,49,0,0,"-0,94604","-0,320717138","-0,112487532","0,2564818692","0,2138098025","0,2111877687","0,0612934679"
6,0,0,1777364,40344,1107112,0,0,0,0,11634,538,0,51,49,0,0,"-0,996596885","-0,354384713","-0,449897669","0,5732460623","0,5981333967","0,203410721","0,1332962703"
6,0,0,1777364,40344,1107112,0,0,0,0,11789,522,0,51,49,0,0,"-1,034821094","-0,387412003","-0,474403311","0,5783233398","0,5639058769","0,2421858731","0,1572764676"
6,0,0,1777364,40344,1107112,0,0,0,0,11782,535,1,51,49,0,0,"-0,999158138","-0,292150836","-0,320084659","0,7007449209","0,4583991779","0,1409028276","0,2024578716"
3,0,0,1780284,40344,1107112,0,0,0,20,4448,939,0,54,46,0,0,"0,6468552963","1,035341562","0,665575937","-1,064146158","0,4970866479","-0,950917809","-0,936747049"
3,0,0,1779388,40352,1107112,0,0,0,16,12620,533,1,51,49,0,0,"-0,916379415","-0,280162011","0,2840946591","-0,683816171","-0,116311069","0,1653631064","-0,077217853"
3,0,0,1779388,40352,1107112,0,0,0,4,12011,531,0,51,49,0,0,"-0,852528862","-0,323494561","0,135324752","-0,843385856","-0,008785782","0,1689855483","-0,126502061"
2,0,0,1796904,40352,1107112,0,0,0,0,8052,740,1,53,46,0,0,"0,0865450209","0,5710319891","0,6917999015","-1,27970049","-0,148769709","-0,500574462","-0,490537494"
2,0,0,1768824,40352,1107112,0,0,0,0,8430,681,0,52,48,0,0,"-0,175727587","0,2433812144","0,5335813803","-1,468133926","-0,057313745","-0,374738859","-0,555193949"
3,0,0,1768824,40352,1107112,0,0,0,4,12045,552,0,51,49,0,0,"-0,905039989","-0,271504366","0,1719691524","-0,85823018","0,0476410913","0,1298032338","-0,187857336"
3,0,0,1767480,40352,1107112,0,0,0,0,12433,523,0,51,49,0,0,"-1,003499123","-0,330732357","0,1224143301","-0,850959693","-0,007317522","0,1983272101","-0,136404722"
3,0,0,1799088,40360,1107112,0,0,0,16,12642,526,0,51,49,0,0,"-0,835031133","-0,397515056","0,1404432246","-0,774817414","0,0147450604","0,2843726306","-0,045738492"
4,0,0,1799088,40360,1107112,0,0,0,4,12285,576,0,51,49,0,0,"-0,81361881","-0,311898414","0,0071785754","-0,319062151","0,3378421983","0,1780900752","0,008666364"
5,0,0,1799088,40360,1107112,0,0,0,0,12005,530,0,51,49,0,0,"-0,874434408","-0,394580208","-0,256197311","0,1396604916","0,4080953073","0,253055188","0,1616499062"
5,0,0,1799088,40360,1107112,0,0,0,0,11979,525,1,51,49,0,0,"-0,85000348","-0,328473525","-0,127924986","0,2596974967","0,2540588801","0,1793845191","0,2278021815"
5,0,0,1799088,40360,1107112,0,0,0,0,12703,539,1,51,49,0,0,"-0,957787885","-0,335143086","-0,11325073","0,2912469413","0,3285674009","0,216625296","0,2335222322"
5,0,0,1797520,40368,1107112,0,0,0,12,11647,548,1,51,48,0,0,"-0,789780595","-0,216840887","-0,067761338","0,2704573972","0,2649488263","0,1665789525","0,1699200828"
3,0,0,1795572,40368,1107112,0,0,0,0,8113,711,0,53,47,0,0,"-0,043882475","0,3726980964","0,354900815","-0,948528644","0,1717202453","-0,326860272","-0,394402116"
3,0,0,1795572,40368,1107112,0,0,0,4,12404,540,0,51,49,0,0,"-0,820463878","-0,347105753","0,1633906582","-0,805436781","0,0514372852","0,2218898092","-0,040188655"
3,0,0,1795572,40368,1107112,0,0,0,0,11471,521,0,51,49,0,0,"-0,685816887","-0,337390802","0,137982002","-0,850287549","-0,045480401","0,1658441619","-0,037008948"
4,0,0,1795572,40368,1107112,0,0,0,0,12061,545,1,51,49,0,0,"-0,806114057","-0,269001264","0,1100768357","-0,223282576","0,1136533371","0,1293219663","0,1107189313"
4,0,0,1795572,40376,1107112,0,0,0,16,12105,534,0,51,49,0,0,"-0,836354788","-0,370339778","-0,007313954","-0,331072969","0,2272582567","0,2802523241","0,0405844469"
4,0,0,1794228,40376,1107112,0,0,0,4,12094,513,0,51,49,0,0,"-0,869856723","-0,394322506","-0,05229125","-0,348020553","0,1760110409","0,2835541832","0,0888657046"
4,0,0,1794228,40376,1107112,0,0,0,0,12777,532,1,51,49,0,0,"-0,946259172","-0,314916539","0,1002234241","-0,200288533","0,1237508401","0,2200596665","0,1576964929"
4,0,0,1794228,40376,1107112,0,0,0,4,12452,526,0,51,49,0,0,"-0,918307219","-0,387511566","-0,036190655","-0,331883624","0,2289062397","0,2921149412","0,0844144529"
5,0,0,1794228,40376,1107116,0,0,0,0,12468,549,1,51,49,0,0,"-0,948613974","-0,294311208","-0,066132336","0,2668874554","0,3572802287","0,2000821709","0,2248988455"
5,0,0,1794228,40384,1107116,0,0,0,12,12247,548,0,51,49,0,0,"-0,930830364","-0,365336704","-0,171986681","0,1447752603","0,4851938774","0,303250206","0,1439570176"
6,0,0,1792884,40384,1107116,0,0,0,0,12044,537,0,51,49,0,0,"-0,99146247","-0,385208219","-0,394431003","0,5992877573","0,6550471881","0,3076123908","0,2714737049"
5,0,0,1792884,40384,1107116,0,0,0,0,11994,536,1,51,49,0,0,"-0,893250118","-0,290988217","-0,066616389","0,2400568024","0,3056930034","0,1922988281","0,2349111712"
6,0,0,1792884,40384,1107116,0,0,0,72,12147,531,0,51,49,0,0,"-0,950392533","-0,448311327","-0,312114569","0,6770361496","0,6151720682","0,4988240226","0,1126101238"
6,0,0,1792884,40384,1107116,0,0,0,8,12025,530,1,51,49,0,0,"-0,962801253","-0,328146921","-0,258917852","0,7276596782","0,4928279698","0,2569813813","0,3214335288"
6,0,0,1792884,40392,1107116,0,0,0,24,11756,538,0,51,49,0,0,"-0,926467174","-0,38493052","-0,346193014","0,6084414709","0,6403944771","0,3511914082","0,2188173457"
5,0,0,1763132,40392,1107116,0,0,0,0,7975,772,0,53,47,0,0,"-0,313547359","0,5046103616","0,1188873469","-0,057934872","0,7547728413","-0,361080986","-0,350110226"
5,0,0,1768964,40392,1107128,0,0,0,0,3589,954,1,54,45,0,0,"0,5711163698","1,2416120019","0,5010499113","-0,06463065","0,7787659829","-1,03491766","-0,635794289"
4,0,0,1784960,40392,1107128,0,0,0,0,7952,703,1,56,44,0,0,"-0,234430072","0,8291351391","0,2053652653","-0,346229125","0,0629837793","-0,207422971","-0,265680792"
5,0,0,1784960,40400,1107128,0,0,0,52,12267,565,0,51,49,0,0,"-0,949718904","-0,342833087","-0,063000454","0,1652341508","0,5289724113","0,3892362708","0,0252683917"
6,0,0,1784960,40404,1107124,0,0,4,4,12097,543,0,51,49,0,0,"-1,049672809","-0,358690496","-0,34165557","0,5836296924","0,6899710059","0,33455039","0,2634183838"
7,0,0,1784472,40412,1107320,0,0,252,0,11673,626,2,52,47,0,0,"-0,97488255","0,1267371476","-0,189512863","1,3101730907","0,7315647387","0,1092756016","0,3841825998"
7,0,0,1816728,40412,1107392,0,0,0,4,11509,587,2,53,46,0,0,"-0,821903028","0,1301923007","-0,292803682","1,377581334","0,5658432096","0,2298007901","0,5108052644"
8,0,0,1858896,40412,1107392,0,0,0,0,11714,766,4,52,44,0,0,"-0,478791733","0,5332996034","0,0375958303","2,2287233699","0,9299079705","-0,155307374","0,6921916979"
8,0,0,1858676,40412,1107384,0,0,0,0,12021,529,1,50,49,0,0,"-0,701760039","-0,534572331","-0,611395767","1,7804287274","0,9540172296","0,3609169335","0,8280035973"
7,0,0,1848992,40436,1107368,0,0,12,112,12613,661,1,52,47,0,0,"-0,660659554","-0,11375406","-0,126514526","1,4514362236","0,9939571842","0,5525073774","0,3102468474"
6,0,0,1848252,40460,1108688,0,0,1248,4,5042,1065,6,55,38,2,0,"1,9967927322","3,6291667039","0,9854394808","1,3333276188","1,9041840151","-1,039159634","-0,50894916"
6,0,0,1847788,40460,1108704,0,0,0,0,12258,672,2,50,48,0,0,"-0,578278107","-0,090115614","0,2020202775","0,942870086","0,8052284948","0,0753393553","0,5709715409"
6,0,0,1847788,40460,1108704,0,0,0,0,12424,521,1,50,48,0,0,"-0,750107947","-0,421500592","-0,154385645","0,8149229947","0,554466617","0,4135408833","0,6960307445"
8,0,0,1847788,40460,1108704,0,0,0,0,12505,535,1,51,48,0,0,"-0,906554236","-0,377001424","-0,558658448","1,7730507911","0,9846865993","0,4976404529","0,8635710512"
8,0,0,1847788,40460,1108704,0,0,0,0,11879,523,1,50,49,0,0,"-0,782639454","-0,49861297","-0,528177337","1,7329894708","0,9758390801","0,4185827631","0,8712464043"
8,0,0,1847788,40468,1108704,0,0,0,144,11621,540,1,50,48,0,0,"-0,614817629","-0,492342016","-0,309862002","1,884611273","0,9209984675","0,7398973023","0,5180881082"
8,0,0,1847788,40468,1108704,0,0,0,4,12402,533,1,51,49,0,0,"-0,882152204","-0,437851804","-0,535688856","1,7526158968","1,0149184315","0,5004218912","0,8674537288"
9,0,0,1846444,40468,1108704,0,0,0,0,11692,538,2,50,48,0,0,"-0,804233444","-0,345654016","-0,554430259","2,3373541019","1,0431829973","0,3556408254","1,0145981965"
9,0,0,1846444,40468,1108704,0,0,0,0,11827,534,1,50,49,0,0,"-0,844117916","-0,49329689","-0,690588084","2,2045627","1,2141589523","0,4399935357","0,9627972559"
3,0,0,1842080,40924,1115196,0,0,4343,0,9323,3041,4,66,26,5,0,"4,1602967743","10,648788534","4,2022697543","-0,056377469","8,9738626354","-2,415445843","-3,329093788"
4,0,0,1842080,40932,1115352,0,0,0,40,11984,534,1,50,49,0,0,"-0,810681334","-0,228128318","1,1400317075","-0,358688741","0,6196548163","1,0383351607","1,1558543298"
5,0,0,1842080,40932,1115352,0,0,0,0,12157,534,1,51,49,0,0,"-0,961633746","-0,163111116","0,8571589737","0,0823469455","0,8293395692","1,023494463","1,3398720768"
3,0,0,1842080,40932,1115352,0,0,0,4,12806,533,1,51,49,0,0,"-0,932272502","-0,153408861","1,2427611208","-0,843691271","0,4494298168","1,0221152093","1,1574712776"
4,0,0,1842080,40932,1115352,0,0,0,0,12276,549,1,51,48,0,0,"-0,912205833","-0,060561796","1,0655133203","-0,373438944","0,6354276928","0,988789985","1,2282381909"
2,0,0,1849096,40932,1115452,0,0,112,4,8157,878,3,51,46,0,0,"0,2385200779","0,9572638259","2,2191231588","-1,184308681","0,5314804554","-0,066241563","0,6512382505"
4,0,0,1849096,40932,1115448,0,0,0,0,11238,527,1,51,48,0,0,"-0,717619617","-0,066244056","1,037517834","-0,406886107","0,5241419999","0,9437684199","1,2467591914"
4,0,0,1849096,40940,1115448,0,0,0,16,12391,554,1,50,49,0,0,"-0,844976838","-0,204466499","1,1450584969","-0,356113191","0,7114219222","0,9985873884","1,2392736171"
4,0,0,1849096,40940,1115448,0,0,0,0,12020,491,1,50,48,0,0,"-0,857843229","-0,220994159","1,0298099513","-0,377121606","0,4972477667","1,0445211633","1,3406391449"
3,0,0,1849096,40940,1115448,0,0,0,4,11574,499,1,51,48,0,0,"-0,729057822","-0,105983786","1,2066537933","-0,873328168","0,2687528521","1,0048162933","1,1980595463"
4,0,0,1849096,40940,1115448,0,0,24,0,11837,588,1,51,49,0,0,"-0,760886334","-0,047959526","1,1406447722","-0,39700412","0,7587825083","0,8938323753","1,2069929825"
3,0,0,1832516,40940,1115472,0,0,0,0,8933,795,2,52,47,0,0,"-0,169203686","0,7283036512","1,7554326538","-0,855986667","0,7193154325","0,2511997891","0,7605315257"
3,0,0,1832516,40948,1115472,0,0,0,16,11681,412,1,50,49,0,0,"-0,879061873","-0,358796554","1,161402389","-0,90898573","0,1010878029","1,1357862424","1,2454812595"
4,0,0,1820952,40956,1115564,0,0,0,60,11532,828,20,53,28,0,0,"-0,432035583","3,2056907986","3,9847272201","2,2674466547","-2,06165562","-0,549519456","1,8259777061"
3,0,0,1815012,41244,1116420,0,0,1104,708,8598,1387,28,59,13,1,0,"1,4680471147","6,6461539181","7,0250329472","3,4404982082","-1,978931717","0,0732198879","0,0649388194"
3,0,0,1815012,41244,1116544,0,0,0,4,12293,557,2,50,48,0,0,"-1,122807803","0,1441900451","2,0069627871","-0,906375912","0,6205632844","1,2637980922","1,6288262394"
3,0,0,1815012,41244,1116544,0,0,0,4,12000,558,1,51,48,0,0,"-1,119023924","0,1501261698","1,8384351236","-1,043854405","0,7272620512","1,3512968754","1,5449941696"
3,0,0,1815012,41244,1116544,0,0,0,0,12156,558,2,50,48,0,0,"-1,102989798","0,1542365264","2,0043934751","-0,916132947","0,6177345865","1,2412256917","1,6327755247"
3,0,0,1815012,41244,1116544,0,0,0,0,11780,551,1,51,49,0,0,"-1,082317736","0,0882441548","1,8309473357","-1,074316499","0,7340617674","1,321889273","1,5561328133"
3,0,0,1815012,41252,1116548,0,0,0,148,11864,555,2,50,49,0,0,"-0,92280931","0,0018302443","2,2111173247","-0,796641746","0,5768001805","1,575891087","1,2934710375"
3,0,0,1815012,41252,1116548,0,0,0,340,12269,555,2,50,48,0,0,"-0,831574829","-0,083167759","2,4468162474","-0,565919572","0,4844227222","2,0835714483","0,8545330897"
3,0,0,1815012,41252,1116548,0,0,0,12,12456,590,2,51,48,0,0,"-1,141375576","0,2553992628","2,0408643352","-0,895686177","0,7001060172","1,2881473077","1,5768839416"
4,0,0,1815012,41252,1116548,0,0,0,0,11715,526,1,50,48,0,0,"-1,150922133","0,0284356409","1,6463169515","-0,583907838","0,8618990862","1,3807863974","1,7075052223"
4,0,0,1815012,41252,1116552,0,0,0,0,11937,564,1,51,48,0,0,"-1,178127141","0,1479646152","1,6629286891","-0,574993462","0,9535466258","1,3713036397","1,6563076443"
4,0,0,1815012,41260,1116544,0,0,0,36,11675,553,1,51,48,0,0,"-1,116451963","0,1190436543","1,7088023679","-0,553476268","0,90364276","1,4653209447","1,5906522611"
3,0,0,1815012,41260,1116552,0,0,0,0,12709,548,1,51,49,0,0,"-1,245484511","0,0508037692","1,8470631534","-1,042753894","0,7891477751","1,4264478576","1,6163652076"
3,0,0,1806228,41260,1116552,0,0,0,0,12006,590,1,51,48,0,0,"-1,159068503","0,2271636419","1,9129315171","-1,067025029","0,827914297","1,3064730888","1,5130545025"
3,0,0,1818520,41264,1118968,0,0,1360,248,4353,2021,25,73,2,1,0,"1,7998981154","9,5826250297","6,429024441","2,6004227163","-0,566093677","-1,517460889","-0,061055717"
3,0,0,1818520,41264,1118956,0,0,0,0,12416,558,2,50,48,0,0,"-1,152097686","0,1505138134","2,0366487958","-0,910064843","0,6524498166","1,2930147656","1,6796523616"
3,0,0,1818520,41264,1118956,0,0,0,588,12166,556,1,51,49,0,0,"-0,635463281","-0,31140745","2,6196720971","-0,458479688","0,5486934108","2,7884745863","0,218725138"
